Play	Main
What is it? I have no time for this nonsense. My kingdom won't rule itself!	Apa ini? Saya tidak punya waktu untuk ini. Kerajaanku tidak berjalan dengan sendirinya.
shopkeeper	penjaga toko
This stout guy looks more appropriate for a trade district in some large city than for a dungeon. His prices explain why he prefers to do business here.	Pria kekar ini terlihat lebih cocok untuk distrik perdagangan di beberapa kota besar daripada untuk penjara bawah tanah. Harganya menjelaskan mengapa dia lebih suka berbisnis di sini.
Select an item to sell	Pilih barang untuk dijual
old wandmaker	pembuat tongkat tua
This old but hale gentleman wears a slightly confused expression. He is protected by a magic shield.	Pria tua tapi sehat ini memasang ekspresi sedikit bingung. Dia dilindungi oleh perisai ajaib.
absorbed	terserap
Oh, what a pleasant surprise to meet a decent person in such place! I came here for a rare ingredient - a _Rotberry seed_. Being a magic user, I'm quite able to defend myself against local monsters, but I'm getting lost in no time, it's very embarrassing. Probably you could help me? I would be happy to pay for your service with one of my best wands.	Oh, kejutan yang menyenangkan bertemu orang yang baik di tempat seperti itu! Saya datang ke sini untuk bahan langka - _Benih Rotberry_. Menjadi pengguna sihir, aku cukup bisa membela diri melawan monster lokal, tapi aku tersesat dalam waktu singkat, itu sangat memalukan. Mungkin Anda bisa membantu saya? Saya akan dengan senang hati membayar layanan Anda dengan salah satu tongkat terbaik saya.
Any luck with a _Rotberry seed_, %s? No? Don't worry, I'm not in a hurry.	Adakah keberuntungan dengan benih Rotberry, %s? Tidak? Jangan khawatir, saya tidak terburu-buru.
Oh, what a pleasant surprise to meet a decent person in such place! I came here for a rare ingredient - _corpse dust_. It can be gathered from skeletal remains and there is an ample number of them in the dungeon. Being a magic user, I'm quite able to defend myself against local monsters, but I'm getting lost in no time, it's very embarrassing. Probably you could help me? I would be happy to pay for your service with one of my best wands.	Oh, kejutan yang menyenangkan bertemu orang yang baik di tempat seperti itu! Saya datang ke sini untuk bahan langka - _debu mayat_. Itu dapat dikumpulkan dari sisa-sisa kerangka dan ada banyak dari mereka di ruang bawah tanah. Menjadi pengguna sihir, aku cukup bisa membela diri melawan monster lokal, tapi aku tersesat dalam waktu singkat, itu sangat memalukan. Mungkin Anda bisa membantu saya? Saya akan dengan senang hati membayar layanan Anda dengan salah satu tongkat terbaik saya.
Any luck with _corpse dust_, %s? Bone piles are the most obvious places to look.	Apakah Anda beruntung dengan debu mayat, %s ? Tumpukan tulang adalah tempat yang paling jelas untuk dilihat.
A hidden pressure plate clicks!	Tombol tak terlihat terpencet!
Floor	Lantai
Grass	Rumput
Water	Air
Wall	Tembok
Closed door	Pintut tertutup
Open door	Pintu terbuka
Depth entrance	Pintu masuk tingkat
Depth exit	Pintu keluar tingkat
Embers	Bara api
Locked door	Pintu terkunci
Barricade	Penghalang
High grass	Rumput tinggi
Locked depth exit	Pintu keluar tingkat terkunci
Unlocked depth exit	Pintu keluar tingkat terbuka
Sign	Tanda
Well	Sumur
Empty well	Sumur kosong
Statue	Patung
Toxic gas trap	Jebakan gas beracun
Fire trap	Jebakan api
Paralytic gas trap	Jebakan gas pelumpuh
Poison dart trap	Jebakan panah beracun
Alarm trap	Jebakan alarm
Lightning trap	Jebakan petir
Gripping trap	Perangkap jepit
Summoning trap	Jebakan memanggil
Triggered trap	Jebakan yang sudah terpicu
Bookshelf	Rak buku
Alchemy pot	Panci alkimia
\\?\\?\\?	\\?\\?\\?
You can't see the bottom.	Anda tidak dapat melihat dasarnya.
In case of burning step into the water to extinguish the fire.	Saat terbakar injak air untuk memadamkan api.
Stairs lead up to the upper depth.	Tangga yang membawa ke tempat yang lebih tinggi.
Stairs lead down to the lower depth.	Tangga yang membawa ke tempat yang lebih dalam.
Embers cover the floor.	Bara api menutupi lantai.
Dense vegetation blocks the view.	Tumbuhan tebal menghalangi pandangan.
This door is locked, you need a matching key to unlock it.	Pintu ini terkunci, anda butuh kunci yang cocok untuk membukanya.
Heavy bars block the stairs leading down.	Jeruji berat menutupi tangga ke bawah.
The wooden barricade is firmly set but has dried over the years. Might it burn?	Penghalang kayu ini dipasang dengan kuat tapi telah kering selama berjalan waktu. Mungkinkah terbakar?
You can't read the text from here.	Anda tidak dapat membaca tulisan itu dari sini.
Stepping onto a hidden pressure plate will activate the trap.	Menginjak tombol tidak terlihat akan mengaktivasi jebakan.
The trap has been triggered before and it's not dangerous anymore.	Jebakan ini telah dipicu sebelumnya dan tidak berbahaya lagi.
Someone wanted to adorn this place, but failed, obviously.	Seseorang ingin menghias tempat ini, tapi gagal, yang pastinya.
Drop some seeds here to cook a potion.	Letakkan beberapa biji di sini untuk membuat ramuan.
The well has run dry.	Sumur ini sudah kering.
Fluorescent moss	Lumut berpijar
Fluorescent mushrooms	Jamur berpijar
Freezing cold water.	Air yang sangat dingin.
The ladder leads up to the upper depth.	Tangga yang membawa ke tempat yang lebih tinggi.
The ladder leads down to the lower depth.	Tangga yang membawa ke tempat yang lebih dalam.
Huge mushrooms block the view.	Jamur besar menghalangi pandangan.
A vein of some ore is visible on the wall. Gold?	Kilauan dari beberapa logam terlihat pada tembok. Emas?
Who would need a bookshelf in a cave?	Siapa yang butuh rak buku di gua?
A ramp leads down to the lower depth.	Tanjakan yang membawa ke tempat yang lebih dalam.
The statue depicts some dwarf standing in a heroic stance.	Patung ini menggambarkan seorang kurcaci berdiri dengan pose heroik.
The rows of books on different disciplines fill the bookshelf.	Jejeran buku-buku dari disiplin ilmu yang berbeda mengisi rak buku.
Books in ancient languages smolder in the bookshelf.	Buku dengan bahasa kuno membara di dalam rak buku.
Cold lava	Lava dingin
Embermoss	Lumut berbara
Emberfungi	Jamur berbara
Pillar	Tiang
It looks like lava, but it's cold and probably safe to touch.	Itu terlihat seperti lava, tapi itu dingin dan mungkin aman disentuh.
The pillar is made of real humanoid skulls. Awesome.	Tiang ini dibuat dari tengkorak manusia sungguhan. Menakjubkan.
Suspiciously colored water	Air berwarna mencurigakan
High blooming flowers	Bunga mekar tinggi
A ramp leads up to the upper depth.	Tanjakan yang membawa ke tempat yang lebih tinggi.
A ramp leads down to the Inferno.	Tanjakan yang membawa ke tempat yang lebih dalam.
Several tiles are missing here.	Beberapa ubin copot di sini.
Thick carpet covers the floor.	Karpet tebal menutupi lantai.
Dark cold water.	Air gelap yang dingin.
There are old blood stains on the floor.	Ada ceceran darah di atas lantai.
This is probably a vestige of a prison library. Might it burn?	Ini mungkin sisa-sisa perpustakaan penjara. Mungkinkah itu terbakar?
Murky water	Air kotor
Wet yellowish moss covers the floor.	Lumut basah kekuningan menutupi lantai ini.
The bookshelf is packed with cheap useless books. Might it burn?	Rak buku ini menyimpan buku murah tidak berguna. Mungkinkah terbakar?
Select a seed to throw	Pilih biji untuk dilempar
Chasm	Jurang
Yes, I know what I'm doing	Ya, aku yakin apa yang kulakukan
No, I changed my mind	Tidak, aku berubah pikiran
Do you really want to jump into the chasm? You can probably die.	Apakah anda yakin akan melompat ke dalam jurang? Anda mungkin dapat mati.
You fell to death...	Anda jatuh hingga mati...
What are you doing here?!	Apakah yang Anda lakukan di sini?!
Don't overestimate your strength, use weapons and armor you can handle.	Jangan melebih-lebihkan kekuatan Anda, gunakan senjata dan baju besi yang bisa Anda tangani.
Not all doors in the dungeon are visible at first sight. If you are stuck, search for hidden doors.	Tidak semua pintu di dungeon terlihat pada pandangan pertama. Jika Anda terjebak, cari pintu tersembunyi.
Remember, that raising your strength is not the only way to access better equipment. You can go the other way, lowering its strength requirement with Scrolls of Upgrade.	Ingat bahwa meningkatkan kekuatan Anda bukan satu-satunya cara untuk mengakses peralatan yang lebih baik, Anda dapat pergi ke arah lain dengan menurunkan persyaratan kekuatannya dengan Gulungan peningkatan.
Beware of Goo!	Waspadalah terhadap Goo!
Pixel-Mart. All you need for successful adventure!	Pixel-Mart - semua yang Anda butuhkan untuk petualangan yang sukses!
Identify your potions and scrolls as soon as possible. Don't put it off to the moment when you actually need them.	Identifikasi ramuan dan gulungan Anda sesegera mungkin. Jangan menundanya pada saat Anda benar-benar membutuhkannya.
Being hungry doesn't hurt, but starving does hurt.	Lapar tidak ada salahnya, tapi kelaparan memang menyakitkan.
Surprise attack has a better chance to hit. For example, you can ambush your enemy behind a closed door when you know it is approaching.	Serangan kejutan memiliki peluang lebih baik untuk menyerang. Misalnya, Anda dapat menyergap musuh Anda di balik pintu tertutup ketika Anda tahu itu mendekat.
Don't let The Tengu out!	Jangan biarkan Tengu keluar!
Pixel-Mart. Spend money. Live longer.	Pixel-Mart. Menghabiskan uang. Hidup lebih lama.
When you're attacked by several monsters at the same time, try to retreat behind a door.	Saat Anda diserang oleh beberapa monster secara bersamaan, cobalah untuk mundur di balik pintu.
There is no sense in possessing more than one Ankh at the same time, because you will lose them upon resurrecting.	Tidak ada gunanya memiliki lebih dari satu Ankh pada saat yang sama, karena Anda akan kehilangan mereka saat dibangkitkan.
DANGER! Heavy machinery can cause injury, loss of limbs or death!	BAHAYA! Mesin berat dapat menyebabkan cedera, kehilangan anggota badan atau kematian!
Pixel-Mart. A safer life in dungeon.	Pixel-Mart. Kehidupan yang lebih aman di penjara bawah tanah.
When you upgrade an enchanted weapon, there is a chance to destroy that enchantment.	Saat Anda mengupgrade senjata yang tersihir, ada peluang untuk menghancurkan sihir itu.
No weapons allowed in the presence of His Majesty!	Tidak ada senjata yang diizinkan di hadapan Yang Mulia!
Pixel-Mart. Special prices for demon hunters!	Pixel-Mart. Harga khusus untuk pemburu iblis!
The trap emits a piercing sound that echoes throughout the dungeon!	Perangkap itu mengeluarkan suara menusuk yang bergema di seluruh dungeons ini!
lightning trap	jebakan petir
You were killed by a discharge of a lightning trap...	Anda tersambar hingga terbunuh oleh jebakan petir...
You don't know what is there.	Anda tidak tahu ada apa disana
Select a cell to examine	Pilih sel yang diperiksa
LibGDX port: Arcnor / Web port: nojus297	Port LibGDX: Arcnor / port web: nojus297
Telegram port: @barboskich	Port Telegram: @barboskich
Say thanks	Ucapkan terima kasih
Thank you!	Terima kasih!
This is a voluntary tip for the Telegram port. It never affects gameplay.	Ini adalah dukungan sukarela untuk port Telegram. Tidak pernah memengaruhi permainan.
Support with Telegram Stars	Dukung dengan Telegram Stars
Open @barboskich	Buka @barboskich
Sacrificial chamber	Ruang pengorbanan
Killed by an explosion of a bomb on level %d	Tewas akibat ledakan bom di lantai %d
Do you want to respec into %s?	Ingin mengganti spesialisasi menjadi %s?
Yes, I want to respec	Ya, aku ingin mengganti spesialisasi
Maybe later	Mungkin nanti
Language	Bahasa
Because of frequent use, your %s has broken.	Karena terlalu sering digunakan, %s milikmu rusak.
Because of frequent use, your %s is going to break soon.	Karena terlalu sering digunakan, %s milikmu akan segera rusak.
bomb	bom
This is a relatively small bomb, filled with black powder. Conveniently, its fuse is lit automatically when the bomb is thrown.	Bom ini relatif kecil dan berisi bubuk hitam. Untungnya, sumbunya menyala otomatis saat bom dilempar.
You killed yourself with a bomb...	Kau membunuh dirimu sendiri dengan bom...
honeypot	guci madu
SHATTER	PECAHKAN
There is not much honey in this small honeypot, but there is a golden bee there and it doesn't want to leave it.	Tak banyak madu di dalam guci kecil ini, tetapi ada seekor lebah emas yang tak mau meninggalkannya.
%s of auto-repair	%s yang memperbaiki diri
enchantment of viscosity	pesona kekentalan
The enchantment of viscosity killed you...	Pesona kekentalan membunuhmu...
phantom fish	ikan hantu
broken %s	%s rusak
Unequip one ring	Lepaskan satu cincin
Scroll of Enchantment	Gulungan Pesona
Select an enchantable item	Pilih benda yang dapat dipesona
your %s glows in the dark	%s milikmu bersinar dalam gelap
Scroll of Wipe Out	Gulungan Pemusnahan
You are now familiar enough with your %s.	Sekarang kau sudah cukup mengenal %s milikmu.
Wand of Reach	Tongkat Jangkauan
shocking %s	%s penyetrum
tempered %s	%s yang ditempa
"Your sacrifice is worthy..."	"Pengorbananmu layak..."
"Your sacrifice is unworthy..."	"Pengorbananmu tidak layak..."
"Your sacrifice is worthy and so you are!"	"Pengorbananmu layak, begitu pula dirimu!"
Sacrificial fire burns here. Every creature touched by this fire is marked as an offering for the spirits of the dungeon.	Api pengorbanan menyala di sini. Setiap makhluk yang tersentuh api ini ditandai sebagai persembahan bagi roh-roh ruang bawah tanah.
Marked for sacrifice	Ditandai untuk dikorbankan
Immune to gases	Kebal terhadap gas
Blinded with rage	Dibutakan amarah
Zeroed in	Terkunci pada sasaran
echo of 	gaung 
curse personification	perwujudan kutukan
DM-350	DM-350
spawn of Goo	jelmaan Goo
King of Dwarves	Raja Kurcaci
undead King of Dwarves	Raja Kurcaci mayat hidup
memory of Tengu	kenangan Tengu
echo of Yog-Dzewa	gaung Yog-Dzewa
Yes, I will do it for you	Ya, akan kulakukan untukmu
No, I can't help you	Tidak, aku tak bisa membantumu
Any luck with a _phantom fish_, %s? You may want to try searching for it in one of the local pools.	Ada hasil dengan _ikan hantu_, %s? Cobalah mencarinya di salah satu kolam di sekitar sini.
As you try to read the sign it bursts into greenish flames.	Saat kau mencoba membaca papan itu, tiba-tiba ia dilalap api kehijauan.
You can spend your gold in shops on deeper levels of the dungeon. The first one is on the 6th level.	Kau dapat membelanjakan emas di toko-toko pada lantai yang lebih dalam. Toko pertama berada di lantai 6.
If you are burning, you can't put out the fire in the water while levitating.	Jika sedang terbakar, kau tak bisa memadamkan api di air saat melayang.
Weapons and armors deteriorate faster than wands and rings, but there are more ways to fix them.	Senjata dan zirah lebih cepat aus daripada tongkat dan cincin, tetapi ada lebih banyak cara untuk memperbaikinya.
The only way to obtain a Scroll of Wipe Out is to receive it as a gift from the dungeon spirits.	Satu-satunya cara memperoleh Gulungan Pemusnahan adalah menerimanya sebagai hadiah dari roh-roh ruang bawah tanah.
Choose language	Pilih bahasa
Key bindings	Pemetaan tombol
Switch to fullscreen	Beralih ke layar penuh
Switch to windowed	Beralih ke mode jendela
Reset To Defaults	Kembalikan bawaan
<None>	<Tidak ada>
Press a key for "%s", or press %s to remove the binding.	Tekan tombol untuk “%s”, atau tekan %s untuk menghapus pemetaan.
Hero Info	Info pahlawan
Wait	Tunggu
Search	Cari
Examine cell	Periksa petak
Resume motion	Lanjutkan gerak
Backpack	Ransel
Quickslot	Slot cepat
Attack	Serang
Visible Enemies	Musuh terlihat
Zoom In	Perbesar
Zoom Out	Perkecil
Move North	Bergerak ke utara
Move South	Bergerak ke selatan
Move West	Bergerak ke barat
Move East	Bergerak ke timur
Move NW	Bergerak ke barat laut
Move NE	Bergerak ke timur laut
Move SW	Bergerak ke barat daya
Move SE	Bergerak ke tenggara
Current Cell	Petak saat ini
Pixel Dungeon	Pixel Dungeon
Code & graphics: Watabou\nMusic: Cube_Code\n\nThis game is inspired by Brian Walker's Brogue. Try it on Windows, Mac OS or Linux - it's awesome! ;)\n\nPlease visit official website for additional info:	Kode & grafis: Watabou\nMusik: Cube_Code\n\nGame ini terinspirasi oleh Brogue karya Brian Walker. Cobalah di Windows, Mac OS, atau Linux — game itu luar biasa! ;)\n\nKunjungi situs resmi untuk informasi lebih lanjut:
pixeldungeon.watabou.ru	pixeldungeon.watabou.ru
Languages Create: rodriformiga	Lokalisasi: rodriformiga
rodriformiga@gmail.com	rodriformiga@gmail.com
Languages	Bahasa
You can barely see this tiny translucent fish in the air. In the water it becomes effectively invisible.	Ikan kecil tembus pandang ini nyaris tak terlihat di udara. Di dalam air, ikan ini benar-benar tak kasatmata.
You can only wear two rings at a time. Unequip one of your equipped rings.	Kamu hanya bisa memakai dua cincin sekaligus. Lepaskan salah satu cincin yang sedang dipakai.
This scroll is able to imbue a weapon or an armor with a random enchantment, granting it a special power.	Gulungan ini dapat menanamkan sihir acak pada senjata atau zirah, memberinya kekuatan khusus.
Read this scroll to unleash the wrath of the dungeon spirits, killing everything on the current level. Well, almost everything. Some of the more powerful creatures may be not affected.	Baca gulungan ini untuk melepaskan murka roh-roh dungeon dan membunuh semua yang ada di lantai ini. Yah, hampir semuanya. Beberapa makhluk yang lebih kuat mungkin tidak terpengaruh.
This utility wand can be used to grab objects from a distance and to switch places with enemies. Waves of magic force radiated from it will affect all cells on their way triggering traps, trampling high vegetation, opening closed doors and closing open ones.	Tongkat serbaguna ini dapat mengambil benda dari kejauhan dan bertukar tempat dengan musuh. Gelombang tenaga sihirnya memengaruhi setiap petak yang dilalui: memicu jebakan, meratakan rerumputan tinggi, membuka pintu tertutup, dan menutup pintu yang terbuka.
broken %1$s :%2$d	%1$s rusak :%2$d
a broken	yang rusak
%1$s: "%2$s"	%1$s: "%2$s"
This creature resembles the sad ghost, but it swirls with darkness. Its face bears an expression of despair.	Makhluk ini menyerupai hantu sedih, tetapi berpusar dalam kegelapan. Wajahnya menampakkan keputusasaan.
Hello adventurer... Once I was like you - strong and confident... And now I'm dead... But I can't leave this place, as I am bound by a horrid curse... Please... Help me... _Destroy the curse_...	Halo, petualang... Dahulu aku sepertimu — kuat dan penuh keyakinan... Kini aku mati... Namun aku tak bisa meninggalkan tempat ini karena terikat kutukan mengerikan... Kumohon... Tolong aku... _Hancurkan kutukannya_...
Thank you, %s! The curse is broken and I can finally rest... Please take one of these items, maybe they will be useful to you in your journey...	Terima kasih, %s! Kutukannya telah hancur dan akhirnya aku bisa beristirahat... Ambillah salah satu benda ini, mungkin akan berguna dalam perjalananmu...
Oh, what a pleasant surprise to meet a decent person in such place! I came here for a rare ingredient - a _phantom fish_. You can catch it with your bare hands, but it's very hard to notice in the water. Being a magic user, I'm quite able to defend myself against local monsters, but I'm getting lost in no time, it's very embarrassing. Probably you could help me? I would be happy to pay for your service with one of my best wands.	Oh, sungguh menyenangkan bertemu orang baik di tempat seperti ini! Aku datang mencari bahan langka — seekor _ikan hantu_. Ikan itu bisa ditangkap dengan tangan kosong, tetapi sangat sulit terlihat di dalam air. Sebagai pengguna sihir aku mampu melindungi diri dari monster di sini, tetapi sebentar saja sudah tersesat—sungguh memalukan. Maukah kamu membantuku? Aku akan senang membayar jasamu dengan salah satu tongkat terbaikku.
1	1
As you take a sip, you feel something changing inside you.	Saat meneguknya, Anda merasakan sesuatu berubah di dalam diri Anda.
Disguised as a %s	Menyamar sebagai %s
You merged two wands into one %s.	Anda menggabungkan dua tongkat sihir menjadi satu %s.
Select a wand to merge	Pilih tongkat sihir untuk digabungkan
ERROR	GALAT
smth	sesuatu
lloyd's beacon	suar Lloyd
Dreamweed	rumput mimpi
Fadeleaf	daun pudar
Firebloom	bunga api
Icecap	tudung es
Sorrowmoss	lumut duka
Sungrass	rumput surya
crimson	merah tua
azure	biru langit
charcoal	arang
ivory	gading
amber	ambar
bistre	cokelat jelaga
willow	dedalu
birch	betula
curare dart	damak kurare
dart	damak
succubus	sukubus
Pedestal	Tumpuan
yew	tis
glaive	pedang galah
holly	kayu holly
rowan	kayu rowan
Games played: 	Permainan dimainkan:
